order_date,sale_number,product_id,seller_id,seller_name,customer_id,customer_name,unit_id,unit_name,quantity,unit_price,unit_cost,total_revenue,total_cost
2018-01-03,2018VA1753,23,1,Ronaldo,859,Cliente_859,5,Matriz,47,2177.63,206.12327251914138,102348.61,9687.793808399645
2018-01-03,2018VA419,23,1,Ronaldo,859,Cliente_859,5,Matriz,47,2177.63,206.39459453476184,102348.61,9700.545943133806
2018-01-03,2018VA458,266,8,Messi,270,Cliente_270,1,Filial 1,76,2096.63,1116.2588833129485,159343.88,84835.67513178408
2018-01-03,2018VM1787,476,5,Marilia,267,Cliente_267,6,Filial 5,57,1658.63,711.2754096923137,94541.91,40542.698352461884
2018-01-03,2018VM1787,386,11,Cristiano,267,Cliente_267,6,Filial 5,26,829.63,269.27853741935076,21570.38,7001.24197290312
2018-01-03,2018VM1874,38,2,Rodrigo,279,Cliente_279,3,Filial 3,24,3945.63,583.6123289325205,94695.12,14006.695894380493
2018-01-03,2018VM1896,140,10,Lilia,858,Cliente_858,3,Filial 3,9,1949.63,1154.3809604408157,17546.670000000002,10389.428643967341
2018-01-03,2018VM803,5,6,Luan,269,Cliente_269,10,Filial 9,41,768.63,1119.146300268878,31513.829999999998,45884.99831102399
2018-01-03,2018VS548,390,4,Neymar,264,Cliente_264,9,Filial 8,42,1224.63,148.91350711037677,51434.46000000001,6254.367298635824
2018-01-03,2018VS651,18,11,Cristiano,276,Cliente_276,8,Filial 7,84,1036.63,815.4388342388704,87076.92000000001,68496.86207606511
2018-01-03,2018VS885,28,9,Gustavo,265,Cliente_265,4,Filial 4 ,87,4807.63,452.53293731331274,418263.81,39370.36554625821
2018-01-04,2018VA1499,220,4,Neymar,284,Cliente_284,1,Filial 1,36,1364.63,186.06875862139447,49126.68000000001,6698.4753103702005
2018-01-04,2018VA386,449,2,Rodrigo,286,Cliente_286,2,Filial 2,21,513.63,754.1200032808415,10786.23,15836.520068897671
2018-01-04,2018VA851,81,3,Paola,292,Cliente_292,1,Filial 1,15,2275.63,982.7089907596201,34134.450000000004,14740.634861394301
2018-01-04,2018VM1036,87,6,Luan,291,Cliente_291,7,Filial 6,84,365.63,802.0898006540752,30712.92,67375.54325494233
2018-01-04,2018VM1367,237,5,Marilia,282,Cliente_282,8,Filial 7,47,345.63,467.59272852283016,16244.61,21976.858240573016
2018-01-04,2018VM1647,356,5,Marilia,285,Cliente_285,10,Filial 9,44,4496.63,513.0419426360129,197851.72,22573.845475984566
2018-01-05,2018VA109,277,6,Luan,296,Cliente_296,5,Matriz,22,520.63,1013.88128790873,11453.86,22305.388333992058
2018-01-05,2018VA1570,121,4,Neymar,295,Cliente_295,4,Filial 4 ,64,3939.63,166.72308743804248,252136.32,10670.277596034719
2018-01-05,2018VA20,410,2,Rodrigo,297,Cliente_297,6,Filial 5,60,1646.63,765.2180408478437,98797.8,45913.08245087062
2018-01-05,2018VA444,186,11,Cristiano,299,Cliente_299,8,Filial 7,3,2905.63,724.6350854264938,8716.89,2173.9052562794814
2018-01-06,2018VA1148,475,8,Messi,305,Cliente_305,2,Filial 2,36,1786.63,840.6072925754552,64318.68000000001,30261.862532716386
2018-01-06,2018VM1290,205,9,Gustavo,303,Cliente_303,5,Matriz,55,605.63,666.4215087210209,33309.65,36653.18297965615
2018-01-06,2018VM340,153,4,Neymar,304,Cliente_304,8,Filial 7,81,2742.63,294.24944968074925,222153.03,23834.205424140688
2018-01-06,2018VS1324,472,3,Paola,309,Cliente_309,7,Filial 6,30,1651.63,621.8647343307913,49548.9,18655.94202992374
2018-01-06,2018VS1843,57,7,Lazaro,308,Cliente_308,8,Filial 7,16,2817.63,1092.9060867900953,45082.08,17486.497388641525
2018-01-07,2018VM1388,237,10,Lilia,315,Cliente_315,4,Filial 4 ,88,1169.63,782.5773454413404,102927.44,68866.80639883796
2018-01-07,2018VM523,288,6,Luan,320,Cliente_320,2,Filial 2,4,2920.63,445.6612994856452,11682.52,1782.6451979425808
2018-01-07,2018VM787,184,1,Ronaldo,321,Cliente_321,5,Matriz,80,852.63,874.7129179025337,68210.4,69977.0334322027
2018-01-07,2018VS859,315,9,Gustavo,319,Cliente_319,5,Matriz,89,1942.63,838.9250760214645,172894.07,74664.33176591035
2018-01-08,2018VM1235,174,2,Rodrigo,326,Cliente_326,4,Filial 4 ,90,1480.63,199.85475439083353,133256.7,17986.927895175017
2018-01-08,2018VM1739,237,2,Rodrigo,325,Cliente_325,9,Filial 8,62,588.63,127.80806118319194,36495.06,7924.0997933579
2018-01-08,2018VS1312,285,5,Marilia,327,Cliente_327,6,Filial 5,63,4037.63,486.5103581519102,254370.69,30650.152563570344
2018-01-08,2018VS1481,266,9,Gustavo,330,Cliente_330,9,Filial 8,66,3645.63,587.9270049466991,240611.58000000002,38803.182326482136
2018-01-08,2018VS19,455,10,Lilia,329,Cliente_329,5,Matriz,38,1481.63,605.91852288115,56301.94,23024.9038694837
2018-01-08,2018VS690,276,3,Paola,331,Cliente_331,2,Filial 2,25,3812.63,738.1768805999184,95315.75,18454.42201499796
2018-01-09,2018VA1165,499,4,Neymar,341,Cliente_341,1,Filial 1,66,599.63,1175.0135301863263,39575.58,77550.89299229754
2018-01-09,2018VA1535,212,5,Marilia,353,Cliente_353,5,Matriz,57,1046.63,190.35219855653128,59657.91,10850.075317722283
2018-01-09,2018VA1559,271,1,Ronaldo,340,Cliente_340,5,Matriz,38,588.63,375.26990677530534,22367.94,14260.256457461603
2018-01-09,2018VA1752,368,1,Ronaldo,336,Cliente_336,8,Filial 7,30,569.63,1064.5330108321764,17088.9,31935.990324965293
2018-01-09,2018VA42,16,3,Paola,350,Cliente_350,8,Filial 7,18,4563.63,236.7413310226565,82145.34,4261.343958407817
2018-01-09,2018VM1054,376,3,Paola,338,Cliente_338,10,Filial 9,67,3250.63,784.9537499320593,217792.21000000002,52591.901245447974
2018-01-09,2018VM1594,260,7,Lazaro,347,Cliente_347,8,Filial 7,94,2360.63,252.9140501951855,221899.22,23773.920718347435
2018-01-09,2018VM204,317,2,Rodrigo,335,Cliente_335,7,Filial 6,86,3313.63,930.2763865599263,284972.18,80003.76924415366
2018-01-09,2018VM793,123,4,Neymar,345,Cliente_345,10,Filial 9,86,4965.63,194.95321091189305,427044.18,16765.976138422804
2018-01-09,2018VS1516,397,6,Luan,337,Cliente_337,2,Filial 2,17,4796.63,374.2190170132508,81542.71,6361.723289225263
2018-01-09,2018VS1790,190,8,Messi,344,Cliente_344,1,Filial 1,75,3091.63,92.50120166593942,231872.25,6937.590124945456
2018-01-09,2018VS182,305,2,Rodrigo,343,Cliente_343,2,Filial 2,40,2233.63,1069.7089247987462,89345.20000000001,42788.35699194985
2018-01-09,2018VS228,488,8,Messi,342,Cliente_342,7,Filial 6,101,4596.63,532.7522259763944,464259.63,53807.97482361583
2018-01-09,2018VS501,194,5,Marilia,352,Cliente_352,6,Filial 5,12,2602.63,1016.2908281332876,31231.56,12195.489937599452
2018-01-09,2018VS723,214,1,Ronaldo,339,Cliente_339,4,Filial 4 ,84,3890.63,935.9851303872133,326812.92,78622.75095252592
2018-01-10,2018VA1130,383,11,Cristiano,357,Cliente_357,3,Filial 3,90,4732.63,1108.117688933325,425936.7,99730.59200399926
2018-01-10,2018VM307,472,1,Ronaldo,361,Cliente_361,4,Filial 4 ,79,3666.63,1106.3959207997798,289663.77,87405.2777431826
2018-01-10,2018VM751,182,1,Ronaldo,355,Cliente_355,2,Filial 2,56,4191.63,339.54786839416926,234731.28,19014.68063007348
2018-01-10,2018VS1171,463,10,Lilia,360,Cliente_360,4,Filial 4 ,91,4412.63,867.2916490102306,401549.33,78923.54005993098
2018-01-10,2018VS1392,279,2,Rodrigo,359,Cliente_359,7,Filial 6,90,4600.63,394.0991172646605,414056.7,35468.920553819444
2018-01-11,2018VA1179,156,7,Lazaro,365,Cliente_365,10,Filial 9,98,1753.63,656.4097947785457,171855.74000000002,64328.15988829748
2018-01-11,2018VA689,70,7,Lazaro,375,Cliente_375,4,Filial 4 ,39,4170.63,820.6546107492377,162654.57,32005.529819220268
2018-01-11,2018VM1181,84,8,Messi,377,Cliente_377,6,Filial 5,85,1147.63,877.7945627246104,97548.55,74612.53783159188
2018-01-11,2018VM1834,359,11,Cristiano,364,Cliente_364,4,Filial 4 ,94,3461.63,1181.3550890194665,325393.22000000003,111047.37836782985
2018-01-11,2018VM1834,64,2,Rodrigo,364,Cliente_364,4,Filial 4 ,21,895.63,422.52072221556574,18808.23,8872.93516652688
2018-01-12,2018VM105,355,4,Neymar,383,Cliente_383,7,Filial 6,88,4225.63,1054.214299436587,371855.44,92770.85835041966
2018-01-12,2018VM1155,5,7,Lazaro,381,Cliente_381,1,Filial 1,96,4120.63,286.56363781768846,395580.48,27510.109230498092
2018-01-12,2018VM363,266,2,Rodrigo,382,Cliente_382,3,Filial 3,50,2960.63,1110.9691619092102,148031.5,55548.45809546051
2018-01-13,2018VA1438,15,1,Ronaldo,389,Cliente_389,1,Filial 1,28,1829.63,367.5226237417797,51229.64,10290.633464769831
2018-01-13,2018VA880,286,7,Lazaro,398,Cliente_398,3,Filial 3,44,301.63,799.0620357347015,13271.72,35158.72957232686
2018-01-13,2018VS440,449,6,Luan,390,Cliente_390,2,Filial 2,78,4367.63,424.05614923519096,340675.14,33076.379640344894
2018-01-13,2018VS589,58,11,Cristiano,400,Cliente_400,5,Matriz,46,3670.63,427.31618912503876,168848.98,19656.544699751783
2018-01-14,2018VA1412,121,10,Lilia,411,Cliente_411,2,Filial 2,95,1226.63,392.61344198166364,116529.85,37298.27698825805
2018-01-14,2018VA1819,302,6,Luan,405,Cliente_405,2,Filial 2,36,2648.63,661.1334720224555,95350.68000000001,23800.8049928084
2018-01-14,2018VM66,238,4,Neymar,406,Cliente_406,10,Filial 9,57,3988.63,580.1003185493659,227351.91,33065.71815731385
2018-01-14,2018VM75,45,2,Rodrigo,416,Cliente_416,3,Filial 3,65,321.63,704.4816897517971,20905.95,45791.30983386681
2018-01-14,2018VS1627,493,3,Paola,409,Cliente_409,7,Filial 6,99,602.63,959.4702303086987,59660.37,94987.55280056117
2018-01-14,2018VS1627,19,11,Cristiano,409,Cliente_409,7,Filial 6,80,525.63,1186.242205533188,42050.4,94899.37644265505
2018-01-14,2018VS44,22,10,Lilia,404,Cliente_404,7,Filial 6,35,2788.63,1122.2264996494255,97602.05,39277.92748772989
2018-01-14,2018VS44,169,1,Ronaldo,404,Cliente_404,7,Filial 6,30,3319.63,1131.9565266915224,99588.90000000001,33958.69580074567
2018-01-14,2018VS603,243,3,Paola,413,Cliente_413,6,Filial 5,85,2277.63,526.9102348514108,193598.55000000002,44787.369962369914
2018-01-14,2018VS662,286,2,Rodrigo,414,Cliente_414,1,Filial 1,96,2794.63,65.96124124528218,268284.48,6332.27915954709
2018-01-15,2018VA1372,440,1,Ronaldo,423,Cliente_423,4,Filial 4 ,8,1023.63,922.9676412074915,8189.04,7383.741129659932
2018-01-15,2018VA1431,391,11,Cristiano,427,Cliente_427,2,Filial 2,89,4207.63,1284.1618244599895,374479.07,114290.40237693906
2018-01-15,2018VA1728,50,1,Ronaldo,428,Cliente_428,3,Filial 3,67,3684.63,117.62568209834481,246870.21000000002,7880.920700589102
2018-01-15,2018VA1791,220,11,Cristiano,422,Cliente_422,1,Filial 1,97,2437.63,701.820682300995,236450.11000000002,68076.60618319652
2018-01-15,2018VA989,500,5,Marilia,432,Cliente_432,7,Filial 6,61,447.63,325.27276525701865,27305.43,19841.638680678137
2018-01-15,2018VM1476,39,3,Paola,434,Cliente_434,5,Matriz,102,1442.63,266.6374753904729,147148.26,27197.022489828236
2018-01-15,2018VM1544,329,5,Marilia,435,Cliente_435,9,Filial 8,95,1957.63,1208.7198753852506,185974.85,114828.3881615988
2018-01-15,2018VM676,268,4,Neymar,420,Cliente_420,1,Filial 1,11,3962.63,894.3163220223386,43588.93,9837.479542245725
2018-01-15,2018VS112,256,11,Cristiano,419,Cliente_419,7,Filial 6,41,2979.63,834.5496506974903,122164.83,34216.5356785971
2018-01-15,2018VS1867,134,7,Lazaro,429,Cliente_429,10,Filial 9,81,2731.63,991.9872412572686,221262.03,80350.96654183876
2018-01-15,2018VS629,460,3,Paola,430,Cliente_430,7,Filial 6,72,1434.63,566.4602655115661,103293.36000000002,40785.13911683276
2018-01-16,2018VA182,442,8,Messi,438,Cliente_438,5,Matriz,21,2776.63,334.20769676857054,58309.23,7018.361632139981
2018-01-16,2018VA716,110,11,Cristiano,443,Cliente_443,2,Filial 2,74,3111.63,882.1764748576658,230260.62,65281.05913946727
2018-01-16,2018VM629,49,4,Neymar,444,Cliente_444,8,Filial 7,6,3030.63,318.98327816945516,18183.78,1913.899669016731
2018-01-16,2018VM629,50,5,Marilia,444,Cliente_444,8,Filial 7,28,623.63,276.7645519502897,17461.64,7749.407454608111
2018-01-16,2018VM834,495,5,Marilia,441,Cliente_441,7,Filial 6,11,1425.63,107.32950736152765,15681.93,1180.624580976804
2018-01-16,2018VS1871,220,5,Marilia,439,Cliente_439,6,Filial 5,101,1757.63,727.3493768884961,177520.63,73462.2870657381
2018-01-17,2018VA1588,290,6,Luan,453,Cliente_453,10,Filial 9,21,994.63,919.5818393060981,20887.23,19311.21862542806
2018-01-17,2018VA460,390,6,Luan,450,Cliente_450,3,Filial 3,5,3125.63,482.46603185192885,15628.150000000001,2412.3301592596445
2018-01-17,2018VM1000,414,11,Cristiano,458,Cliente_458,5,Matriz,42,1110.63,820.7411782739155,46646.46000000001,34471.12948750445
2018-01-17,2018VM1202,243,3,Paola,455,Cliente_455,4,Filial 4 ,18,3901.63,328.0021673195362,70229.34,5904.039011751652
2018-01-17,2018VM137,495,6,Luan,451,Cliente_451,7,Filial 6,10,4361.63,1181.0648367396543,43616.3,11810.648367396543
2018-01-17,2018VS122,117,11,Cristiano,449,Cliente_449,5,Matriz,7,2100.63,1174.5912315034225,14704.41,8222.138620523958
2018-01-17,2018VS1872,66,7,Lazaro,452,Cliente_452,2,Filial 2,76,2351.63,461.02529614972855,178723.88,35037.92250737937
2018-01-17,2018VS54,18,4,Neymar,457,Cliente_457,10,Filial 9,46,1556.63,604.6213648033887,71604.98000000001,27812.58278095588
2018-01-17,2018VS561,78,4,Neymar,448,Cliente_448,1,Filial 1,22,2506.63,914.7610374446778,55145.86,20124.74282378291
2018-01-17,2018VS749,359,2,Rodrigo,447,Cliente_447,2,Filial 2,71,853.63,353.87607618959964,60607.73,25125.201409461573
2018-01-18,2018VA1953,261,3,Paola,466,Cliente_466,10,Filial 9,8,2671.63,870.4235523691021,21373.04,6963.388418952817
2018-01-18,2018VA388,3,1,Ronaldo,463,Cliente_463,5,Matriz,38,3807.63,695.1630903451336,144689.94,26416.197433115078
2018-01-18,2018VM717,89,6,Luan,470,Cliente_470,4,Filial 4 ,90,3142.63,357.4176429046993,282836.7,32167.587861422937
2018-01-18,2018VM745,157,3,Paola,468,Cliente_468,9,Filial 8,24,1158.63,1001.1044570710694,27807.120000000003,24026.506969705668
2018-01-18,2018VS1130,210,7,Lazaro,460,Cliente_460,9,Filial 8,45,1802.63,669.3804377672893,81118.35,30122.11969952802
2018-01-18,2018VS1170,333,3,Paola,461,Cliente_461,8,Filial 7,50,2311.63,386.6968758705905,115581.5,19334.843793529522
2018-01-18,2018VS1463,369,7,Lazaro,465,Cliente_465,2,Filial 2,74,4485.63,1172.4879979985071,331936.62,86764.11185188952
2018-01-18,2018VS165,180,1,Ronaldo,473,Cliente_473,5,Matriz,42,2629.63,1215.4678687013288,110444.46,51049.65048545581
2018-01-18,2018VS1912,106,7,Lazaro,467,Cliente_467,10,Filial 9,56,4589.63,387.79498185915827,257019.28,21716.518984112863
2018-01-18,2018VS319,338,9,Gustavo,462,Cliente_462,3,Filial 3,13,2540.63,1105.8574242215966,33028.19,14376.146514880757
2018-01-19,2018VA178,160,1,Ronaldo,481,Cliente_481,4,Filial 4 ,22,322.63,196.95433097906104,7097.86,4332.995281539343
2018-01-19,2018VA1797,71,9,Gustavo,478,Cliente_478,4,Filial 4 ,80,247.63,527.4827586270492,19810.4,42198.62069016394
2018-01-19,2018VA1925,332,4,Neymar,475,Cliente_475,2,Filial 2,75,1185.63,1162.666841818001,88922.25000000001,87200.01313635008
2018-01-19,2018VM601,352,11,Cristiano,479,Cliente_479,5,Matriz,42,1148.63,533.8938811064763,48242.46000000001,22423.543006472006
2018-01-19,2018VM709,94,10,Lilia,485,Cliente_485,2,Filial 2,5,2576.63,777.4379464659673,12883.150000000001,3887.1897323298367
2018-01-19,2018VM79,208,6,Luan,487,Cliente_487,1,Filial 1,47,2811.63,928.404767982857,132146.61000000002,43635.02409519428
2018-01-19,2018VS1852,167,10,Lilia,482,Cliente_482,5,Matriz,7,695.63,672.1593933902805,4869.41,4705.115753731963
2018-01-20,2018VA1115,374,4,Neymar,495,Cliente_495,8,Filial 7,100,1814.63,437.0901382042687,181463.0,43709.01382042687
2018-01-20,2018VA229,277,7,Lazaro,500,Cliente_500,5,Matriz,86,3265.63,203.5916939615224,280844.18,17508.885680690924
2018-01-20,2018VA591,114,5,Marilia,493,Cliente_493,1,Filial 1,101,3564.63,461.04666748761736,360027.63,46565.71341624935
2018-01-20,2018VA704,485,3,Paola,503,Cliente_503,7,Filial 6,99,1260.63,599.6574338591134,124802.37000000001,59366.08595205223
2018-01-20,2018VM1599,284,3,Paola,491,Cliente_491,4,Filial 4 ,57,2982.63,999.6036080101861,170009.91,56977.40565658061
2018-01-20,2018VM577,134,10,Lilia,504,Cliente_504,4,Filial 4 ,66,2589.63,314.0178965903057,170915.58000000002,20725.181174960177
2018-01-20,2018VM877,81,10,Lilia,506,Cliente_506,3,Filial 3,86,2643.63,870.3518540571864,227352.18000000002,74850.25944891803
2018-01-20,2018VS1104,99,9,Gustavo,490,Cliente_490,5,Matriz,99,3138.63,959.9367097047583,310724.37,95033.73426077107
2018-01-20,2018VS594,140,5,Marilia,492,Cliente_492,1,Filial 1,17,691.63,1004.9062480995094,11757.71,17083.40621769166
2018-01-20,2018VS796,51,2,Rodrigo,499,Cliente_499,6,Filial 5,20,1855.63,934.4012092517637,37112.600000000006,18688.024185035276
2018-01-20,2018VS927,413,7,Lazaro,497,Cliente_497,8,Filial 7,11,117.63,635.2990167044754,1293.9299999999998,6988.28918374923
2018-01-20,2018VS962,296,3,Paola,489,Cliente_489,5,Matriz,59,4691.63,103.55155815125772,276806.17,6109.541930924206
2018-01-21,2018VS1887,188,1,Ronaldo,508,Cliente_508,9,Filial 8,90,1789.63,627.7426313650733,161066.7,56496.836822856596
2018-01-21,2018VS664,286,1,Ronaldo,514,Cliente_514,4,Filial 4 ,64,4615.63,362.6392215665637,295400.32,23208.910180260078
2018-01-22,2018VA1416,365,4,Neymar,527,Cliente_527,3,Filial 3,35,207.63,602.860068573042,7267.05,21100.10240005647
2018-01-22,2018VA30,120,10,Lilia,518,Cliente_518,9,Filial 8,24,320.63,1044.3615091326574,7695.12,25064.676219183777
2018-01-22,2018VA638,235,2,Rodrigo,522,Cliente_522,2,Filial 2,75,1064.63,808.6191222936227,79847.25000000001,60646.434172021705
2018-01-22,2018VM1809,326,5,Marilia,525,Cliente_525,4,Filial 4 ,5,713.63,469.91403180701514,3568.15,2349.5701590350754
2018-01-22,2018VM323,411,9,Gustavo,519,Cliente_519,4,Filial 4 ,5,2559.63,554.9258126826539,12798.150000000001,2774.6290634132697
2018-01-22,2018VM440,45,5,Marilia,535,Cliente_535,9,Filial 8,24,641.63,688.5511955290045,15399.119999999999,16525.22869269611
2018-01-22,2018VS1449,287,9,Gustavo,532,Cliente_532,7,Filial 6,33,2578.63,442.02400968940674,85094.79000000001,14586.792319750422
2018-01-22,2018VS1645,2,6,Luan,521,Cliente_521,2,Filial 2,73,3491.63,487.8599339632077,254888.99000000002,35613.775179314165
2018-01-22,2018VS1940,388,8,Messi,526,Cliente_526,4,Filial 4 ,53,4147.63,335.80693427464143,219824.39,17797.767516555996
2018-01-23,2018VA1820,394,4,Neymar,538,Cliente_538,3,Filial 3,36,4273.63,1026.6662844227117,153850.68,36959.98623921762
2018-01-23,2018VM1074,384,4,Neymar,540,Cliente_540,3,Filial 3,40,3134.63,813.7964334497638,125385.20000000001,32551.85733799055
2018-01-23,2018VM1153,55,7,Lazaro,544,Cliente_544,10,Filial 9,49,4331.63,471.3686133294991,212249.87,23097.062053145455
2018-01-23,2018VM346,88,4,Neymar,539,Cliente_539,9,Filial 8,7,1483.63,423.9005483316407,10385.41,2967.3038383214853
2018-01-23,2018VS199,321,6,Luan,536,Cliente_536,4,Filial 4 ,101,4011.63,718.2489387112468,405174.63,72543.14280983592
2018-01-23,2018VS599,465,6,Luan,543,Cliente_543,2,Filial 2,23,4857.63,684.260366660497,111725.49,15737.98843319143
2018-01-24,2018VA1806,31,3,Paola,552,Cliente_552,5,Matriz,52,1484.63,332.2342492234492,77200.76000000001,17276.180959619356
2018-01-24,2018VA710,96,11,Cristiano,551,Cliente_551,9,Filial 8,53,2297.63,426.91854015244223,121774.39,22626.682628079438
2018-01-24,2018VM1067,495,4,Neymar,550,Cliente_550,6,Filial 5,27,2583.63,434.82625696276614,69758.01000000001,11740.308937994685
2018-01-24,2018VM240,450,3,Paola,547,Cliente_547,9,Filial 8,13,2853.63,737.1074156038637,37097.19,9582.396402850229
2018-01-24,2018VM929,312,1,Ronaldo,545,Cliente_545,6,Filial 5,78,2767.63,568.5789490815919,215875.14,44349.15802836417
2018-01-24,2018VS1800,162,5,Marilia,554,Cliente_554,2,Filial 2,61,4270.63,371.5204776961227,260508.43,22662.749139463485
2018-01-25,2018VA1916,142,4,Neymar,563,Cliente_563,5,Matriz,39,934.63,331.52247657082245,36450.57,12929.376586262075
2018-01-25,2018VM1220,64,3,Paola,559,Cliente_559,6,Filial 5,71,634.63,998.0116957903124,45058.73,70858.83040111218
2018-01-25,2018VM1224,144,4,Neymar,564,Cliente_564,5,Matriz,7,216.63,583.2848889724562,1516.4099999999999,4082.994222807193
2018-01-25,2018VM1940,197,1,Ronaldo,562,Cliente_562,1,Filial 1,93,4220.63,1276.1937391348451,392518.59,118686.01773954059
2018-01-25,2018VM980,322,2,Rodrigo,561,Cliente_561,4,Filial 4 ,75,4700.63,70.30471537851793,352547.25,5272.853653388845
2018-01-26,2018VA457,412,2,Rodrigo,576,Cliente_576,8,Filial 7,27,778.63,1278.732890779283,21023.01,34525.78805104064
2018-01-26,2018VA810,244,2,Rodrigo,577,Cliente_577,4,Filial 4 ,53,964.63,724.7850050106357,51125.39,38413.60526556369
2018-01-26,2018VM1278,252,5,Marilia,569,Cliente_569,2,Filial 2,24,1567.63,915.8080581553181,37623.12,21979.393395727635
2018-01-26,2018VM1953,130,9,Gustavo,567,Cliente_567,5,Matriz,14,3696.63,108.17142084575728,51752.82,1514.3998918406019
2018-01-26,2018VS959,235,2,Rodrigo,570,Cliente_570,10,Filial 9,32,4297.63,527.5611073676323,137524.16,16881.955435764234
2018-01-27,2018VA1104,345,9,Gustavo,583,Cliente_583,10,Filial 9,59,3772.63,323.71164206341336,222585.17,19098.986881741388
2018-01-27,2018VM1031,297,5,Marilia,579,Cliente_579,7,Filial 6,18,4908.63,1044.7448226810222,88355.34,18805.4068082584
2018-01-27,2018VM1484,170,4,Neymar,581,Cliente_581,7,Filial 6,58,4869.63,512.6295255199453,282438.54,29732.51248015683
2018-01-27,2018VS1832,227,3,Paola,578,Cliente_578,7,Filial 6,38,2498.63,1187.5665017429144,94947.94,45127.527066230745
2018-01-28,2018VA1812,405,1,Ronaldo,593,Cliente_593,1,Filial 1,39,1354.63,542.3064268847542,52830.57000000001,21149.95064850541
